Tree ID,Planting Date,Height (m),Status,Health,spc_latin,spc_common,Borough Code,Latitude,Longitude
072210,2016-07-16,5,True,Good,Quercus rubra,northern red oak,1,40.79106639,-73.94742084
530703,2016-12-22,20,True,Good,Platanus x acerifolia,London planetree,5,40.55274838,-74.1792499
490033,2016-12-01,11,True,Good,Zelkova serrata,Japanese zelkova,2,40.8592417,-73.88696513
717064,2016-09-17,7,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.69439313,-73.81059712
691355,2016-08-31,26,True,Good,Platanus x acerifolia,London planetree,3,40.6152145,-73.92251814
149409,2016-08-16,2,True,Good,Pyrus calleryana,Callery pear,4,40.75577102,-73.88818816
721234,2016-09-23,23,True,Good,Platanus x acerifolia,London planetree,4,40.6808246,-73.80219229
092462,2016-07-25,16,True,Good,Pyrus calleryana,Callery pear,2,40.81043423,-73.91535845
586855,2016-06-14,10,True,Good,Quercus palustris,pin oak,3,40.65751774,-73.95625677
380300,2016-10-26,9,True,Good,Quercus palustris,pin oak,5,40.54930264,-74.19908599
347358,2016-10-19,23,True,Good,Platanus x acerifolia,London planetree,3,40.60749232,-73.90271614
500114,2016-12-07,29,True,Good,Salix babylonica,weeping willow,2,40.87175027,-73.88431158
234489,2016-09-17,17,True,Good,Koelreuteria paniculata,golden raintree,4,40.74000969,-73.82237223
670539,2016-08-18,27,True,Good,Quercus coccinea,scarlet oak,4,40.75922657,-73.79665479
575107,2016-06-03,29,True,Good,Acer platanoides,Norway maple,4,40.69295553,-73.75289627
192232,2016-08-31,3,True,Good,Tilia cordata,littleleaf linden,3,40.61934839,-74.03310249
334476,2016-10-15,22,True,Good,Acer saccharum,sugar maple,2,40.87108487,-73.83842961
145484,2016-08-14,4,True,Good,Quercus bicolor,swamp white oak,3,40.67257332,-73.96520555
278685,2016-10-02,13,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.77056338,-73.96444967
477160,2016-11-21,29,True,Good,Platanus x acerifolia,London planetree,4,40.70111613,-73.88500466
613376,2016-07-04,29,True,Good,Platanus x acerifolia,London planetree,3,40.66552305,-73.93970508
698300,2016-09-06,2,True,Good,Quercus palustris,pin oak,3,40.68970547,-73.90537054
026716,2016-06-19,33,True,Good,Platanus x acerifolia,London planetree,4,40.69439371,-73.8447209
618773,2016-07-08,3,True,Good,Quercus palustris,pin oak,3,40.64811102,-74.01239731
291075,2016-10-07,23,True,Good,Liquidambar styraciflua,sweetgum,5,40.63151026,-74.10718044
128580,2016-08-08,8,True,Good,Pyrus calleryana,Callery pear,4,40.71490509,-73.73506741
274410,2016-10-01,4,True,Good,Ulmus americana,American elm,4,40.7523114,-73.94323931
374818,2016-10-25,17,True,Poor,Acer rubrum,red maple,5,40.60653816,-74.08830224
072738,2016-07-16,25,True,Good,Platanus x acerifolia,London planetree,3,40.68623219,-73.98909081
267564,2016-09-28,8,True,Fair,Acer rubrum,red maple,5,40.53690141,-74.19778345
610844,2016-07-01,14,True,Good,Zelkova serrata,Japanese zelkova,4,40.66958147,-73.7638721
440084,2016-11-08,2,True,Fair,Ginkgo biloba,ginkgo,4,40.72087928,-73.80954972
355457,2016-10-20,13,True,Good,Acer saccharinum,silver maple,5,40.52702638,-74.21885238
664794,2016-08-14,2,True,Good,Juniperus virginiana,eastern redcedar,4,40.69413566,-73.82458611
393712,2016-10-28,7,True,Fair,Malus,crab apple,1,40.71362943,-73.99775526
571419,2016-06-01,16,True,Good,Pyrus calleryana,Callery pear,4,40.67091343,-73.73040601
418781,2016-11-03,14,True,Good,Quercus palustris,pin oak,2,40.81833043,-73.89004058
177897,2016-08-26,5,True,Fair,Koelreuteria paniculata,golden raintree,3,40.67835791,-73.88934951
030565,2016-06-22,8,True,Good,Ginkgo biloba,ginkgo,1,40.73405214,-73.99684184
378804,2016-10-26,7,True,Good,Pyrus calleryana,Callery pear,5,40.54589915,-74.16941984
401113,2016-10-29,5,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.6945113,-73.9310115
444305,2016-11-10,16,True,Good,Fraxinus pennsylvanica,green ash,3,40.65626962,-73.89009203
681664,2016-08-25,17,True,Good,Fraxinus pennsylvanica,green ash,4,40.7338006,-73.82281053
399334,2016-10-29,7,True,Fair,Prunus cerasifera,purple-leaf plum,4,40.76726005,-73.82885628
544835,2016-01-21,5,True,Fair,Styphnolobium japonicum,Sophora,3,40.68241258,-73.91716141
344340,2016-10-18,16,True,Good,Quercus palustris,pin oak,4,40.76558629,-73.8915613
194833,2016-09-01,22,True,Good,Pyrus calleryana,Callery pear,2,40.83419299,-73.8924658
401448,2016-10-30,4,True,Good,Zelkova serrata,Japanese zelkova,2,40.82756874,-73.85057654
685648,2016-08-28,3,True,Good,Ostrya virginiana,American hophornbeam,3,40.62027221,-74.01472724
325432,2016-10-14,11,True,Good,Pyrus calleryana,Callery pear,4,40.74601566,-73.77533356
501205,2016-12-07,3,True,Fair,Ulmus americana,American elm,2,40.87041613,-73.86343071
161627,2016-08-20,6,True,Good,Pyrus calleryana,Callery pear,5,40.58784955,-74.14825317
503037,2016-12-08,4,True,Good,Syringa reticulata,Japanese tree lilac,2,40.81964023,-73.86453426
562160,2016-05-19,3,True,Fair,Tilia americana,American linden,4,40.79059089,-73.81000305
531397,2016-12-22,5,True,Good,Pyrus calleryana,Callery pear,5,40.55496025,-74.20200117
420602,2016-11-03,12,True,Good,Styphnolobium japonicum,Sophora,4,40.69105811,-73.73724253
690644,2016-08-31,5,True,Good,Metasequoia glyptostroboides,dawn redwood,4,40.78066042,-73.79804645
262507,2016-09-26,5,True,Good,Magnolia,magnolia,4,40.73508565,-73.93856747
548246,2016-02-24,3,True,Good,Prunus cerasifera,purple-leaf plum,4,40.57508405,-73.86134894
048720,2016-07-03,13,True,Good,Liquidambar styraciflua,sweetgum,5,40.55828125,-74.14437006
449784,2016-11-12,18,True,Good,Populus deltoides,eastern cottonwood,3,40.663588,-73.86619599
122864,2016-08-06,3,True,Fair,Zelkova serrata,Japanese zelkova,4,40.73121201,-73.74220748
330846,2016-10-15,11,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.76149127,-73.991867
521198,2016-12-16,13,True,Good,Acer platanoides,Norway maple,4,40.72906989,-73.88196784
712528,2016-09-14,4,True,Fair,Prunus,cherry,4,40.66713089,-73.80530975
329702,2016-10-15,4,True,Good,Prunus,cherry,4,40.71931785,-73.74585239
480692,2016-11-24,14,True,Good,Tilia cordata,littleleaf linden,5,40.62758463,-74.14185136
315630,2016-10-12,6,True,Good,Zelkova serrata,Japanese zelkova,4,40.75343386,-73.87152739
694467,2016-09-02,12,True,Fair,Quercus palustris,pin oak,3,40.65592251,-73.91495629
612093,2016-07-02,4,True,Good,Carpinus japonica,Japanese hornbeam,3,40.64310431,-73.9856364
471118,2016-11-19,10,True,Good,Gleditsia triacanthos var. inermis,honeylocust,2,40.82922577,-73.90031677
707588,2016-09-11,5,True,Fair,Cercidiphyllum japonicum,katsura tree,4,40.69410451,-73.80327187
125937,2016-08-07,14,True,Good,Acer platanoides,Norway maple,4,40.71440994,-73.78748776
702263,2016-09-07,9,True,Good,Styphnolobium japonicum,Sophora,3,40.60251386,-73.99157814
672228,2016-08-20,6,True,Good,Pyrus calleryana,Callery pear,4,40.73211389,-73.89829012
355262,2016-10-20,2,True,Fair,Pyrus calleryana,Callery pear,4,40.74532345,-73.82133779
591443,2016-06-17,17,True,Good,"Acer platanoides 'Crimson King'",crimson king maple,4,40.73291436,-73.70479718
561462,2016-05-18,4,True,Good,Platanus x acerifolia,London planetree,4,40.70781393,-73.7592289
408175,2016-10-31,11,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.69449763,-73.97001909
402414,2016-10-30,7,True,Good,Pyrus calleryana,Callery pear,2,40.83080316,-73.84870271
177667,2016-08-26,19,True,Good,Platanus x acerifolia,London planetree,1,40.72999115,-73.97911331
677896,2016-08-24,13,True,Good,Acer platanoides,Norway maple,4,40.70853739,-73.87422347
501039,2016-12-07,11,True,Good,Acer ginnala,Amur maple,2,40.82473789,-73.85445211
239924,2016-09-20,11,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.77858775,-73.97541893
575529,2016-06-04,8,True,Fair,Gleditsia triacanthos var. inermis,honeylocust,4,40.70232376,-73.82497803
043162,2016-06-30,3,True,Good,Tilia cordata,littleleaf linden,4,40.73294787,-73.82225842
248528,2016-09-23,5,True,Poor,Ulmus americana,American elm,1,40.76705997,-73.96788366
378477,2016-10-26,31,True,Good,Platanus x acerifolia,London planetree,3,40.59927556,-73.96019061
512654,2016-12-11,18,True,Good,Quercus palustris,pin oak,2,40.87798204,-73.84989924
452303,2016-11-13,6,True,Good,Tilia cordata,littleleaf linden,2,40.82627054,-73.91735663
475506,2016-11-20,7,True,Fair,Acer,maple,2,40.879387,-73.83565265
250810,2016-09-23,7,True,Good,Maackia amurensis,Amur maackia,4,40.59769706,-73.74442485
546116,2016-02-06,11,True,Good,Tilia cordata,littleleaf linden,3,40.64139081,-73.93516737
206071,2016-09-06,25,True,Good,Platanus x acerifolia,London planetree,3,40.60943118,-73.91339474
392430,2016-10-28,8,False,,,,2,40.83042965,-73.90728966
455986,2016-11-14,8,True,Good,Zelkova serrata,Japanese zelkova,3,40.67029734,-73.94079439
067288,2016-07-14,7,True,Good,Pyrus calleryana,Callery pear,5,40.56229236,-74.12525964
175395,2016-08-25,2,True,Good,Prunus virginiana,"'Schubert' chokecherry",4,40.70802987,-73.89668973
567471,2016-05-27,18,True,Good,Acer rubrum,red maple,4,40.6795178,-73.74623933
120551,2016-08-05,13,True,Good,Aesculus hippocastanum,horse chestnut,4,40.78940584,-73.84315621
661776,2016-08-11,3,True,Good,Styphnolobium japonicum,Sophora,4,40.75033534,-73.75902677
429820,2016-11-04,4,True,Good,Zelkova serrata,Japanese zelkova,2,40.81042058,-73.89335944
412545,2016-11-01,4,True,Good,Cercis canadensis,eastern redbud,4,40.69870401,-73.83698321
239684,2016-09-19,2,False,,,,2,40.85044979,-73.90452504
227014,2016-09-15,9,True,Good,Pyrus calleryana,Callery pear,2,40.8990434,-73.84505533
610446,2016-07-01,11,True,Good,Tilia tomentosa,silver linden,4,40.71900487,-73.79439297
227453,2016-09-15,3,True,Good,Amelanchier,serviceberry,4,40.72836991,-73.73908175
157582,2016-08-18,18,True,Good,Platanus x acerifolia,London planetree,2,40.89243823,-73.85692458
254910,2016-09-24,2,False,,,,3,40.61234086,-73.97157949
342018,2016-10-17,28,True,Good,Quercus palustris,pin oak,5,40.61787037,-74.12372226
289237,2016-10-06,7,True,Poor,Pyrus calleryana,Callery pear,1,40.83947355,-73.94114019
167428,2016-08-22,10,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.77153522,-73.95101618
419632,2016-11-03,5,True,Good,Metasequoia glyptostroboides,dawn redwood,4,40.74620596,-73.89357503
050209,2016-07-06,7,True,Good,Zelkova serrata,Japanese zelkova,2,40.86122532,-73.9022927
512633,2016-12-11,30,True,Good,Quercus palustris,pin oak,2,40.87722191,-73.84971423
471607,2016-11-19,4,True,Good,Pyrus calleryana,Callery pear,2,40.84954453,-73.90769234
179582,2016-08-27,16,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.63820908,-73.95429785
312240,2016-10-12,21,True,Good,Platanus x acerifolia,London planetree,3,40.59658418,-73.93426444
501118,2016-12-07,9,True,Good,Acer rubrum,red maple,2,40.8701144,-73.8633025
399549,2016-10-29,12,True,Good,Gleditsia triacanthos var. inermis,honeylocust,2,40.83316575,-73.84511517
512063,2016-12-11,4,True,Fair,Pyrus calleryana,Callery pear,5,40.54127776,-74.17525365
450876,2016-11-12,3,True,Fair,Prunus cerasifera,purple-leaf plum,3,40.66090568,-73.86460303
291721,2016-10-07,17,True,Good,Fraxinus pennsylvanica,green ash,3,40.58903256,-73.94521651
490762,2016-12-01,8,True,Good,Acer rubrum,red maple,5,40.55349127,-74.13196712
421185,2016-11-03,22,True,Good,Liquidambar styraciflua,sweetgum,5,40.63614445,-74.12891026
232793,2016-09-17,10,True,Good,Gleditsia triacanthos var. inermis,honeylocust,2,40.89518801,-73.85288973
214815,2016-09-11,10,True,Good,Ailanthus altissima,tree of heaven,2,40.89630207,-73.84204094
454281,2016-11-13,4,True,Good,Prunus,cherry,3,40.66785979,-73.90067409
635061,2016-07-20,12,True,Fair,Pyrus calleryana,Callery pear,4,40.73278263,-73.78176314
296179,2016-10-08,5,True,Good,Liquidambar styraciflua,sweetgum,3,40.68175859,-73.97181175
665996,2016-08-15,6,True,Good,Quercus rubra,northern red oak,4,40.69957639,-73.77834087
121424,2016-08-05,11,True,Good,Acer rubrum,red maple,1,40.72689249,-73.98539953
133608,2016-08-10,15,True,Good,Syringa reticulata,Japanese tree lilac,4,40.59726804,-73.74719189
609326,2016-06-30,11,True,Good,Tilia tomentosa,silver linden,4,40.7248524,-73.80150071
072721,2016-07-16,3,True,Good,Prunus serotina,black cherry,4,40.70484384,-73.89230956
026590,2016-06-19,18,True,Good,Acer rubrum,red maple,5,40.55645224,-74.14954319
627018,2016-07-14,21,True,Good,Platanus x acerifolia,London planetree,3,40.62689138,-73.99351274
490513,2016-12-01,4,True,Good,Acer rubrum,red maple,2,40.85236566,-73.88242817
619595,2016-07-08,31,True,Good,Styphnolobium japonicum,Sophora,4,40.75727214,-73.8635696
275634,2016-10-01,4,True,Fair,Acer pseudoplatanus,sycamore maple,2,40.83181831,-73.81576161
462447,2016-11-17,5,True,Good,Gleditsia triacanthos var. inermis,honeylocust,5,40.62880054,-74.16530114
614851,2016-07-05,9,True,Good,"Acer platanoides 'Crimson King'",crimson king maple,3,40.62094181,-74.02994603
337356,2016-10-16,6,True,Good,Gleditsia triacanthos var. inermis,honeylocust,2,40.84086206,-73.90934946
433085,2016-11-05,11,True,Good,Prunus,cherry,5,40.59317936,-74.06671111
569128,2016-05-29,20,True,Good,Platanus x acerifolia,London planetree,3,40.68812613,-73.95951044
265279,2016-09-28,25,True,Good,Acer saccharinum,silver maple,3,40.62337601,-73.97272641
557124,2016-05-09,17,True,Good,Tilia cordata,littleleaf linden,2,40.89207977,-73.84806262
311480,2016-10-11,19,True,Good,Platanus x acerifolia,London planetree,3,40.61532342,-73.9000663
684731,2016-08-27,12,True,Good,Pyrus calleryana,Callery pear,4,40.65190989,-73.83916455
574139,2016-06-03,13,True,Good,Fraxinus pennsylvanica,green ash,4,40.69343849,-73.74928799
421289,2016-11-03,12,True,Good,Quercus palustris,pin oak,5,40.62513407,-74.07488281
691800,2016-09-01,1,True,Good,Magnolia,magnolia,4,40.72354125,-73.81145043
017752,2016-06-11,15,True,Good,Platanus x acerifolia,London planetree,4,40.76908301,-73.87158999
545576,2016-02-02,13,False,,,,4,40.58037703,-73.8485663
319973,2016-10-13,4,True,Good,Acer rubrum,red maple,4,40.77855304,-73.84507867
215398,2016-09-11,15,True,Good,Fraxinus pennsylvanica,green ash,3,40.59208611,-73.96524497
503980,2016-12-08,14,True,Fair,Quercus bicolor,swamp white oak,2,40.813997,-73.86402138
095630,2016-07-27,26,True,Good,Platanus x acerifolia,London planetree,3,40.5995367,-74.0058237
066355,2016-07-14,10,True,Good,Pyrus calleryana,Callery pear,4,40.71323273,-73.76349201
645314,2016-07-28,8,True,Good,Tilia cordata,littleleaf linden,3,40.68863095,-73.92898155
407214,2016-10-31,8,True,Good,Acer campestre,hedge maple,4,40.71989502,-73.75410643
632644,2016-07-19,3,True,Good,Koelreuteria paniculata,golden raintree,4,40.75782036,-73.73977671
064034,2016-07-13,8,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.86234051,-73.92509394
221140,2016-09-13,12,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.74454102,-73.9788219
521167,2016-12-16,11,True,Fair,Fraxinus,ash,5,40.55069279,-74.18009939
487941,2016-11-30,10,True,Good,Acer platanoides,Norway maple,5,40.560337,-74.11372714
608564,2016-06-29,7,True,Good,Prunus virginiana,"'Schubert' chokecherry",4,40.69703802,-73.83332211
581189,2016-06-10,18,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.68816182,-73.78283152
362110,2016-10-22,5,True,Good,Acer platanoides,Norway maple,2,40.8613919,-73.83985686
659487,2016-08-09,4,True,Good,Pyrus calleryana,Callery pear,4,40.7612464,-73.7868243
425461,2016-11-04,4,True,Good,Tilia americana,American linden,2,40.81312607,-73.88618831
367279,2016-10-23,11,True,Good,Acer platanoides,Norway maple,2,40.86663198,-73.84805686
173084,2016-08-25,7,True,Fair,Prunus,cherry,4,40.59980268,-73.7601053
496631,2016-12-04,19,True,Good,Acer platanoides,Norway maple,5,40.61235965,-74.14062608
615421,2016-07-06,14,True,Good,Pyrus calleryana,Callery pear,4,40.71576943,-73.85576481
225543,2016-09-15,18,True,Good,Zelkova serrata,Japanese zelkova,4,40.76752508,-73.76480346
621278,2016-07-10,7,True,Good,Prunus virginiana,"'Schubert' chokecherry",4,40.69821458,-73.82258532
194469,2016-09-01,20,True,Poor,Acer platanoides,Norway maple,3,40.64205842,-73.99193144
339281,2016-10-16,32,True,Good,Platanus x acerifolia,London planetree,3,40.59619165,-73.95691099
420048,2016-11-03,4,True,Fair,Prunus,cherry,3,40.65876663,-73.90608116
209324,2016-09-08,5,True,Poor,Acer saccharum,sugar maple,5,40.55795084,-74.11313224
057841,2016-07-09,13,True,Good,Pyrus calleryana,Callery pear,3,40.63847861,-73.96479323
319791,2016-10-13,50,True,Good,Platanus x acerifolia,London planetree,3,40.61237149,-73.93932219
335006,2016-10-15,2,True,Good,Tilia cordata,littleleaf linden,4,40.76625318,-73.87334114
206728,2016-09-06,17,True,Fair,Platanus x acerifolia,London planetree,4,40.73939076,-73.85978692
721564,2016-09-24,14,True,Fair,Acer platanoides,Norway maple,4,40.68277748,-73.817507
262609,2016-09-26,15,True,Good,Tilia americana,American linden,3,40.72702375,-73.94560885
214409,2016-09-10,12,True,Good,Prunus,cherry,4,40.76996317,-73.76625477
508804,2016-12-10,21,True,Good,Platanus x acerifolia,London planetree,5,40.53598581,-74.16317483
036728,2016-06-27,20,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.70237831,-73.92041606
649782,2016-08-01,18,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.70243484,-73.80201493
337612,2016-10-16,16,True,Good,Acer platanoides,Norway maple,3,40.60634716,-73.90479011
236577,2016-09-18,10,True,Fair,Quercus palustris,pin oak,4,40.71057096,-73.91826136
132413,2016-08-09,1,True,Good,Ostrya virginiana,American hophornbeam,4,40.7360174,-73.84733464
589542,2016-06-16,34,True,Good,Quercus palustris,pin oak,4,40.7388065,-73.70496157
676558,2016-08-23,3,True,Good,Syringa reticulata,Japanese tree lilac,3,40.61716172,-73.93580113
065113,2016-07-14,4,True,Good,Liquidambar styraciflua,sweetgum,4,40.76268276,-73.75449916
109850,2016-08-01,4,True,Good,Syringa reticulata,Japanese tree lilac,4,40.70619604,-73.90069507
299546,2016-10-08,8,True,Good,Pyrus calleryana,Callery pear,2,40.81465299,-73.81619486
217422,2016-09-12,11,True,Good,Pyrus calleryana,Callery pear,5,40.56619989,-74.10397767
335876,2016-10-16,14,True,Good,Acer rubrum,red maple,5,40.61611636,-74.12114772
305249,2016-10-10,7,True,Good,Liquidambar styraciflua,sweetgum,3,40.70915563,-73.95558234
531457,2016-12-22,4,True,Good,Acer rubrum,red maple,5,40.5651506,-74.18401323
220543,2016-09-13,23,True,Good,Platanus x acerifolia,London planetree,3,40.6673586,-73.9551561
246572,2016-09-22,24,True,Good,Platanus x acerifolia,London planetree,4,40.75818516,-73.89052061
716541,2016-09-16,36,True,Good,Platanus x acerifolia,London planetree,4,40.68681237,-73.80882751
586087,2016-06-14,11,True,Fair,Gleditsia triacanthos var. inermis,honeylocust,4,40.67951931,-73.76578448
619396,2016-07-08,3,True,Good,Styphnolobium japonicum,Sophora,3,40.63342154,-74.03695682
413316,2016-11-02,24,True,Good,Platanus x acerifolia,London planetree,3,40.63456253,-73.91020098
276482,2016-10-01,24,True,Good,Acer platanoides,Norway maple,4,40.75103026,-73.70481703
523910,2016-12-17,11,True,Fair,Pyrus calleryana,Callery pear,5,40.5291912,-74.19796591
177373,2016-08-26,40,True,Fair,Salix babylonica,weeping willow,5,40.62803878,-74.15645487
356021,2016-10-21,6,True,Good,"Acer platanoides 'Crimson King'",crimson king maple,5,40.61273551,-74.14912182
011889,2016-06-07,21,True,Fair,Acer pseudoplatanus,sycamore maple,4,40.74584787,-73.82085617
465535,2016-11-17,12,True,Good,Styphnolobium japonicum,Sophora,1,40.79813305,-73.97389065
217044,2016-09-11,11,True,Fair,Quercus palustris,pin oak,3,40.68888192,-73.96604391
280393,2016-10-04,9,False,,,,1,40.84637828,-73.93758112
291888,2016-10-07,30,True,Good,Platanus x acerifolia,London planetree,3,40.59706746,-73.94220488
053257,2016-07-07,17,True,Good,Acer saccharinum,silver maple,5,40.5987987,-74.16410935
713182,2016-09-14,10,True,Good,Styphnolobium japonicum,Sophora,4,40.77272629,-73.88923108
161390,2016-08-20,16,True,Good,Ginkgo biloba,ginkgo,3,40.71676026,-73.94397654
272658,2016-09-30,3,True,Good,Platanus x acerifolia,London planetree,2,40.83419926,-73.81932059
219880,2016-09-12,5,True,Fair,Acer saccharum,sugar maple,1,40.77137286,-73.96138213
463922,2016-11-17,4,True,Good,Prunus virginiana,"'Schubert' chokecherry",4,40.60787701,-73.75910994
179249,2016-08-27,10,True,Fair,Zelkova serrata,Japanese zelkova,3,40.62529268,-73.95969251
396567,2016-10-29,14,True,Good,Quercus palustris,pin oak,4,40.76556612,-73.76311668
223093,2016-09-14,27,True,Good,Platanus x acerifolia,London planetree,4,40.71723806,-73.88316858
266356,2016-09-28,3,True,Fair,Ginkgo biloba,ginkgo,1,40.81347444,-73.9369625
051067,2016-07-06,6,True,Poor,"Acer platanoides 'Crimson King'",crimson king maple,5,40.55865142,-74.14676766
324416,2016-10-14,11,True,Poor,Acer saccharinum,silver maple,5,40.55489649,-74.21415398
510134,2016-12-10,13,True,Good,Quercus palustris,pin oak,2,40.86647077,-73.83219858
128507,2016-08-08,4,True,Good,Styphnolobium japonicum,Sophora,3,40.69427897,-73.93951641
248078,2016-09-22,27,True,Good,Platanus x acerifolia,London planetree,4,40.74796662,-73.91969135
112766,2016-08-03,7,True,Good,Koelreuteria paniculata,golden raintree,1,40.79529075,-73.96504627
251220,2016-09-23,7,True,Poor,Platanus x acerifolia,London planetree,2,40.87151069,-73.87991533
008105,2016-06-01,4,True,Good,Zelkova serrata,Japanese zelkova,4,40.68368338,-73.84594769
343037,2016-10-17,2,True,Good,Betula papyrifera,paper birch,1,40.75773879,-73.9613471
288883,2016-10-06,14,True,Fair,Styphnolobium japonicum,Sophora,3,40.61420196,-73.95730486
388125,2016-10-27,30,True,Good,Platanus x acerifolia,London planetree,4,40.69263952,-73.7394801
400984,2016-10-29,3,False,,,,5,40.55531074,-74.11824251
155797,2016-08-18,2,False,,,,3,40.72796307,-73.94028158
498946,2016-12-06,2,True,Good,Cercis canadensis,eastern redbud,5,40.60251829,-74.164873
203864,2016-09-05,15,True,Good,Tilia cordata,littleleaf linden,3,40.7134636,-73.94050338
455587,2016-11-13,29,True,Fair,Acer saccharinum,silver maple,4,40.73399337,-73.79842241
648634,2016-08-01,7,True,Fair,Pyrus calleryana,Callery pear,5,40.51870095,-74.2113425
066778,2016-07-14,4,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.75528279,-73.85630438
637562,2016-07-22,13,True,Good,Platanus x acerifolia,London planetree,3,40.61271345,-73.95379529
119891,2016-08-05,7,True,Good,Quercus palustris,pin oak,2,40.80716581,-73.91371454
415453,2016-11-02,16,True,Good,Platanus x acerifolia,London planetree,4,40.74153689,-73.86576624
528867,2016-12-21,5,True,Good,Pyrus calleryana,Callery pear,5,40.55372198,-74.18268766
106724,2016-07-31,2,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.81327106,-73.95037533
107991,2016-08-01,8,True,Good,Pyrus calleryana,Callery pear,5,40.5013558,-74.2481927
308369,2016-10-10,12,True,Good,Pyrus calleryana,Callery pear,5,40.565211,-74.11147837
612172,2016-07-02,11,True,Good,Zelkova serrata,Japanese zelkova,4,40.72262634,-73.87498308
561540,2016-05-18,8,True,Good,Quercus acutissima,sawtooth oak,4,40.70742602,-73.75784755
388120,2016-10-27,18,True,Poor,Platanus x acerifolia,London planetree,4,40.69295933,-73.73931293
297599,2016-10-08,8,True,Good,Liquidambar styraciflua,sweetgum,5,40.62456876,-74.15125704
022147,2016-06-16,10,True,Good,"Acer platanoides 'Crimson King'",crimson king maple,4,40.78450275,-73.91622611
534765,2016-12-24,11,True,Good,Pyrus calleryana,Callery pear,5,40.54174837,-74.14520616
247031,2016-09-22,25,True,Good,Platanus x acerifolia,London planetree,4,40.7486562,-73.91198883
257645,2016-09-25,14,True,Fair,Gleditsia triacanthos var. inermis,honeylocust,2,40.82308914,-73.90032012
101512,2016-07-29,13,True,Good,Gleditsia triacanthos var. inermis,honeylocust,2,40.81760961,-73.89610868
507019,2016-12-09,13,True,Good,Gleditsia triacanthos var. inermis,honeylocust,2,40.83719752,-73.86006158
200698,2016-09-03,19,True,Good,Fraxinus pennsylvanica,green ash,3,40.72295282,-73.94761302
527905,2016-12-20,11,True,Good,Pyrus calleryana,Callery pear,5,40.52013975,-74.19968407
284179,2016-10-05,20,True,Good,Prunus,cherry,2,40.84677813,-73.82201857
536448,2016-12-27,18,True,Good,Quercus palustris,pin oak,5,40.58862699,-74.1605657
023847,2016-06-17,4,True,Fair,Crataegus,hawthorn,5,40.61828739,-74.07367801
691006,2016-08-31,16,True,Good,Zelkova serrata,Japanese zelkova,3,40.63830139,-73.90366122
206619,2016-09-06,16,True,Good,Quercus rubra,northern red oak,5,40.61335216,-74.06740699
010485,2016-06-04,22,True,Good,Tilia americana,American linden,4,40.70506561,-73.83657066
170905,2016-08-24,5,True,Fair,Tilia cordata,littleleaf linden,4,40.75279868,-73.85778701
658200,2016-08-08,14,True,Good,Acer saccharinum,silver maple,5,40.5590812,-74.15697052
365300,2016-10-22,14,True,Good,Quercus rubra,northern red oak,3,40.60567771,-73.95472632
329594,2016-10-15,3,False,,,,3,40.70020582,-73.9247396
639085,2016-07-24,2,True,Good,Pyrus calleryana,Callery pear,3,40.70212581,-73.94651487
183131,2016-08-28,11,True,Good,Zelkova serrata,Japanese zelkova,4,40.75197585,-73.89602249
202930,2016-09-04,29,True,Fair,Platanus x acerifolia,London planetree,5,40.57875451,-74.1130262
096170,2016-07-27,32,True,Fair,Acer saccharinum,silver maple,4,40.76326621,-73.72183926
251192,2016-09-23,5,True,Poor,Ulmus americana,American elm,2,40.81746587,-73.92351526
374853,2016-10-25,27,True,Good,Platanus x acerifolia,London planetree,4,40.60326576,-73.74590189
578596,2016-06-07,2,True,Good,Zelkova serrata,Japanese zelkova,3,40.66275615,-73.98365333
456786,2016-11-14,2,True,Good,Quercus palustris,pin oak,3,40.63843177,-73.94815819
687941,2016-08-30,23,True,Good,Platanus x acerifolia,London planetree,4,40.75301969,-73.75221664
235701,2016-09-18,19,True,Good,Quercus palustris,pin oak,2,40.84073008,-73.8328399
586788,2016-06-14,6,True,Good,Pyrus calleryana,Callery pear,4,40.77395079,-73.81971153
246284,2016-09-22,11,True,Good,Quercus shumardii,"Schumard's oak",4,40.72129688,-73.73113386
364779,2016-10-22,9,True,Good,Fraxinus pennsylvanica,green ash,2,40.86342239,-73.84073464
375929,2016-10-25,4,True,Good,Robinia pseudoacacia,black locust,3,40.67491069,-73.94731584
327015,2016-10-14,8,True,Good,Pyrus calleryana,Callery pear,4,40.74377933,-73.71454807
