Tree ID,Planting Date,Height (m),Status,Health,spc_latin,spc_common,Borough Code,Latitude,Longitude
319267,2016-10-13,5,True,Good,Acer rubrum,red maple,3,40.65712137,-73.92494969
554858,2016-04-27,18,True,Good,Acer platanoides,Norway maple,5,40.59785984,-74.09451955
311152,2016-10-11,7,True,Good,Koelreuteria paniculata,golden raintree,4,40.76157042,-73.92894321
072993,2016-07-16,15,True,Good,Ginkgo biloba,ginkgo,3,40.68670946,-73.98827002
186513,2016-08-29,4,True,Fair,Quercus velutina,black oak,2,40.85472296,-73.89060502
458165,2016-11-15,3,True,Good,Thuja occidentalis,arborvitae,4,40.74209334,-73.86518297
558953,2016-05-14,5,True,Good,Maackia amurensis,Amur maackia,4,40.7539476,-73.86579355
607176,2016-06-28,18,True,Good,Acer platanoides,Norway maple,4,40.70740849,-73.77262892
231207,2016-09-16,33,True,Good,Platanus x acerifolia,London planetree,4,40.72762785,-73.71604923
535365,2016-12-24,12,True,Poor,Acer platanoides,Norway maple,5,40.55949917,-74.16941248
134345,2016-08-10,4,True,Good,Prunus,cherry,5,40.60363948,-74.0992393
514028,2016-12-13,4,True,Good,Pyrus calleryana,Callery pear,5,40.52765179,-74.16789258
627081,2016-07-14,26,True,Good,Acer,maple,3,40.62808534,-73.99432771
114517,2016-08-03,12,True,Fair,Quercus rubra,northern red oak,1,40.78447937,-73.94796956
492659,2016-12-02,18,True,Poor,Platanus x acerifolia,London planetree,4,40.71506595,-73.89654482
183434,2016-08-28,7,True,Good,"Acer platanoides 'Crimson King'",crimson king maple,4,40.75072671,-73.89213114
197190,2016-09-02,4,True,Poor,Prunus,cherry,2,40.82850447,-73.91052258
462308,2016-11-17,13,True,Fair,Acer nigrum,black maple,5,40.56936538,-74.10789442
185867,2016-08-29,4,True,Poor,Prunus serotina,black cherry,2,40.85401513,-73.89420774
141237,2016-08-12,4,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.76218061,-73.95851294
452500,2016-11-13,31,True,Good,Platanus x acerifolia,London planetree,5,40.57574732,-74.10761005
437469,2016-11-06,30,True,Good,Acer saccharinum,silver maple,3,40.6648212,-73.87365527
435031,2016-11-06,11,True,Good,Quercus palustris,pin oak,5,40.596111,-74.08846733
289687,2016-10-06,4,True,Fair,Pyrus calleryana,Callery pear,5,40.52949331,-74.22049476
367970,2016-10-23,13,True,Good,Pyrus calleryana,Callery pear,5,40.52143848,-74.21447585
177799,2016-08-26,3,True,Good,Ailanthus altissima,tree of heaven,5,40.52936743,-74.16493664
156669,2016-08-18,3,True,Good,Malus,crab apple,3,40.70518618,-73.95982389
222165,2016-09-14,14,True,Good,Tilia cordata,littleleaf linden,3,40.6228074,-73.95809949
026493,2016-06-19,2,True,Good,Prunus serotina,black cherry,4,40.60196945,-73.82003862
412783,2016-11-02,3,True,Fair,Prunus cerasifera,purple-leaf plum,4,40.5951353,-73.79197138
719755,2016-09-21,13,True,Good,Tilia cordata,littleleaf linden,4,40.68847084,-73.79877243
653766,2016-08-04,30,True,Good,Quercus palustris,pin oak,4,40.78090344,-73.80324017
213974,2016-09-10,18,True,Poor,Platanus x acerifolia,London planetree,3,40.63186264,-73.90134063
720989,2016-09-23,12,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.68409669,-73.78686234
389301,2016-10-27,7,True,Good,Ulmus americana,American elm,1,40.76724859,-73.97097654
420621,2016-11-03,5,True,Good,Ginkgo biloba,ginkgo,3,40.68683581,-73.87496913
601920,2016-06-25,3,True,Good,Prunus,cherry,4,40.65890544,-73.84648979
628113,2016-07-15,22,True,Good,"Acer platanoides 'Crimson King'",crimson king maple,4,40.67132679,-73.81680127
655458,2016-08-05,11,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.71729888,-73.83887306
528657,2016-12-21,10,True,Good,Pyrus calleryana,Callery pear,5,40.55185651,-74.18580682
423294,2016-11-03,9,True,Good,Prunus,cherry,3,40.63144241,-73.89215213
317240,2016-10-13,18,True,Good,Platanus x acerifolia,London planetree,3,40.60714266,-73.91374449
517105,2016-12-14,13,True,Good,Gleditsia triacanthos var. inermis,honeylocust,2,40.87823513,-73.8450843
686623,2016-08-29,8,True,Good,Zelkova serrata,Japanese zelkova,4,40.71008525,-73.7998244
118056,2016-08-04,2,False,,,,5,40.587485,-74.16819632
132370,2016-08-09,13,True,Good,Prunus,cherry,1,40.77620549,-73.94557924
341892,2016-10-17,12,True,Fair,Fraxinus pennsylvanica,green ash,4,40.57194925,-73.85951647
333446,2016-10-15,9,True,Good,Liquidambar styraciflua,sweetgum,4,40.78717006,-73.82144372
589556,2016-06-16,5,True,Good,Prunus cerasifera,purple-leaf plum,4,40.65285204,-73.72660778
710190,2016-09-12,2,True,Good,Quercus palustris,pin oak,3,40.72521698,-73.93865727
472793,2016-11-19,19,True,Good,Platanus x acerifolia,London planetree,2,40.85077293,-73.90037886
047763,2016-07-03,4,True,Good,Zelkova serrata,Japanese zelkova,2,40.86760725,-73.90741767
632631,2016-07-19,22,True,Fair,Acer platanoides,Norway maple,4,40.76149864,-73.73300209
271002,2016-09-29,11,True,Good,Zelkova serrata,Japanese zelkova,3,40.64290356,-73.9496334
046237,2016-07-01,31,True,Fair,Quercus palustris,pin oak,4,40.70925161,-73.83134108
295207,2016-10-07,2,True,Good,Tilia cordata,littleleaf linden,4,40.74659645,-73.87644635
163159,2016-08-20,19,True,Good,Ginkgo biloba,ginkgo,4,40.73326142,-73.85659089
448183,2016-11-11,6,True,Good,Pyrus calleryana,Callery pear,2,40.82240359,-73.89042162
311658,2016-10-11,5,True,Fair,Acer platanoides,Norway maple,4,40.76070799,-73.8767652
201975,2016-09-04,2,True,Poor,Gymnocladus dioicus,Kentucky coffeetree,4,40.5814643,-73.82510395
394190,2016-10-28,15,True,Good,Tilia cordata,littleleaf linden,4,40.67842629,-73.81485462
580996,2016-06-10,11,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.68220743,-73.77967804
705306,2016-09-09,21,True,Good,Platanus x acerifolia,London planetree,3,40.65514736,-73.90694128
453576,2016-11-13,6,True,Good,Ginkgo biloba,ginkgo,2,40.82191759,-73.91514877
645725,2016-07-29,27,True,Good,Quercus palustris,pin oak,4,40.68780846,-73.85545247
717626,2016-09-19,9,True,Good,Tilia cordata,littleleaf linden,3,40.62186523,-74.01908286
403327,2016-10-30,2,True,Fair,Styphnolobium japonicum,Sophora,3,40.58149287,-73.94603346
597617,2016-06-22,9,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.78900092,-73.80776332
690752,2016-08-31,28,True,Good,Platanus x acerifolia,London planetree,3,40.64526175,-73.92861667
109801,2016-08-01,4,True,Good,Prunus,cherry,4,40.77187853,-73.90198896
701781,2016-09-07,7,True,Good,"Acer platanoides 'Crimson King'",crimson king maple,4,40.65450227,-73.850313
702792,2016-09-08,25,True,Good,Platanus x acerifolia,London planetree,3,40.63326307,-73.91343755
522407,2016-12-16,9,True,Good,Quercus palustris,pin oak,1,40.75991955,-74.00286473
268836,2016-09-29,18,True,Good,Styphnolobium japonicum,Sophora,4,40.73275743,-73.70962004
591626,2016-06-17,11,True,Good,Ginkgo biloba,ginkgo,4,40.73941235,-73.71424239
194579,2016-09-01,2,True,Good,Quercus palustris,pin oak,1,40.72855049,-73.9898433
355405,2016-10-20,17,True,Good,Quercus palustris,pin oak,3,40.61009111,-73.95357644
274073,2016-10-01,4,True,Good,Zelkova serrata,Japanese zelkova,3,40.62119206,-74.0181788
406796,2016-10-30,9,True,Good,Tilia americana,American linden,3,40.66033609,-73.96268924
491532,2016-12-02,7,True,Good,Acer,maple,5,40.60033683,-74.12895648
489924,2016-12-01,3,True,Good,Tilia cordata,littleleaf linden,2,40.8542593,-73.88732244
404625,2016-10-30,6,True,Good,Tilia tomentosa,silver linden,4,40.67067246,-73.73843799
196397,2016-09-02,4,True,Good,Styphnolobium japonicum,Sophora,3,40.61498591,-73.9631868
108273,2016-08-01,9,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.69139677,-73.9982227
275365,2016-10-01,3,True,Good,Pyrus calleryana,Callery pear,4,40.67008156,-73.77518268
660691,2016-08-09,5,True,Poor,Prunus,cherry,4,40.70259072,-73.81362801
288240,2016-10-06,14,True,Good,Acer saccharinum,silver maple,3,40.6121849,-73.95707654
211402,2016-09-09,10,True,Good,Tilia tomentosa,silver linden,4,40.77698233,-73.9141495
236525,2016-09-18,10,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.75189751,-73.87112432
450411,2016-11-12,5,True,Good,Quercus phellos,willow oak,1,40.74667434,-73.97657808
271727,2016-09-30,8,True,Fair,Ginkgo biloba,ginkgo,1,40.72421934,-74.00137663
304113,2016-10-10,2,True,Good,Prunus,cherry,5,40.61938149,-74.14282154
409933,2016-11-01,2,True,Good,Quercus palustris,pin oak,5,40.639183,-74.08192429
129499,2016-08-08,5,True,Good,Carpinus japonica,Japanese hornbeam,3,40.69096919,-73.94223963
703451,2016-09-08,6,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.66414507,-73.9016401
435239,2016-11-06,7,True,Good,Tilia cordata,littleleaf linden,2,40.84284964,-73.87877222
153600,2016-08-17,8,True,Good,Liquidambar styraciflua,sweetgum,3,40.66176518,-73.98573119
361994,2016-10-22,24,True,Good,Platanus x acerifolia,London planetree,2,40.86094433,-73.84260921
629842,2016-07-17,22,True,Fair,Acer platanoides,Norway maple,4,40.77199259,-73.80414674
564518,2016-05-23,13,True,Good,Acer platanoides,Norway maple,4,40.75558436,-73.90474821
556535,2016-05-05,21,True,Good,Quercus palustris,pin oak,2,40.84049055,-73.87212805
082476,2016-07-21,12,True,Good,Styphnolobium japonicum,Sophora,1,40.82753193,-73.93861256
065260,2016-07-14,3,True,Good,Prunus serotina,black cherry,2,40.88615905,-73.90230502
487121,2016-11-29,27,True,Good,Platanus x acerifolia,London planetree,5,40.56205523,-74.12880887
553539,2016-04-12,18,True,Fair,Tilia americana,American linden,4,40.72211488,-73.78813808
286724,2016-10-06,10,True,Good,Tilia cordata,littleleaf linden,2,40.86608449,-73.84816105
414841,2016-11-02,10,True,Good,Platanus x acerifolia,London planetree,3,40.62218999,-73.94708926
325782,2016-10-14,17,True,Good,Quercus palustris,pin oak,5,40.62545609,-74.12303466
499460,2016-12-06,32,True,Good,Platanus x acerifolia,London planetree,3,40.61055075,-73.93456008
333344,2016-10-15,3,True,Good,Taxodium distichum,bald cypress,2,40.87143159,-73.84261759
054560,2016-07-08,8,True,Fair,Fraxinus pennsylvanica,green ash,3,40.60393762,-73.96643941
639219,2016-07-24,16,True,Good,Zelkova serrata,Japanese zelkova,3,40.58012297,-73.96074849
368081,2016-10-23,9,True,Good,Pyrus calleryana,Callery pear,5,40.53887752,-74.21070541
508827,2016-12-10,7,True,Good,Styphnolobium japonicum,Sophora,5,40.53539135,-74.16341771
674460,2016-08-22,22,True,Good,Platanus x acerifolia,London planetree,3,40.61054453,-73.93606415
476438,2016-11-20,3,True,Fair,Platanus x acerifolia,London planetree,3,40.68785272,-73.91110541
536135,2016-12-26,14,True,Good,Quercus palustris,pin oak,5,40.54734869,-74.13758117
524996,2016-12-17,9,True,Good,Acer platanoides,Norway maple,4,40.73981063,-73.86951024
338657,2016-10-16,3,True,Good,Ulmus americana,American elm,2,40.84365566,-73.83387866
486359,2016-11-28,18,True,Good,Quercus palustris,pin oak,5,40.60969442,-74.11331671
446661,2016-11-11,13,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.5901025,-73.95273322
455987,2016-11-14,6,True,Good,Gymnocladus dioicus,Kentucky coffeetree,3,40.67030148,-73.94087062
412223,2016-11-01,16,True,Good,Acer saccharinum,silver maple,4,40.65245752,-73.74405158
167681,2016-08-23,13,True,Fair,Acer platanoides,Norway maple,5,40.52434641,-74.17404106
082461,2016-07-21,13,True,Good,Styphnolobium japonicum,Sophora,3,40.72870158,-73.95423591
229723,2016-09-16,18,True,Good,Platanus x acerifolia,London planetree,4,40.73100333,-73.73218594
195807,2016-09-01,8,True,Fair,Tilia cordata,littleleaf linden,1,40.75921462,-73.96209953
142033,2016-08-13,12,True,Good,Quercus palustris,pin oak,1,40.78569737,-73.97452664
220489,2016-09-13,7,True,Fair,Zelkova serrata,Japanese zelkova,5,40.64197965,-74.0771933
037666,2016-06-28,5,True,Good,Tilia cordata,littleleaf linden,4,40.70134821,-73.89870336
706278,2016-09-09,14,True,Good,"Acer platanoides 'Crimson King'",crimson king maple,4,40.67527472,-73.85654246
063479,2016-07-13,8,True,Good,Zelkova serrata,Japanese zelkova,4,40.73250779,-73.75221308
422300,2016-11-03,24,True,Good,Platanus x acerifolia,London planetree,4,40.73535684,-73.79409955
296950,2016-10-08,18,True,Good,Quercus palustris,pin oak,3,40.6800882,-73.97116486
669178,2016-08-17,20,True,Good,Ginkgo biloba,ginkgo,3,40.6251937,-73.99568939
299837,2016-10-08,14,True,Good,Quercus palustris,pin oak,4,40.74207392,-73.91945837
677887,2016-08-24,11,True,Good,Fraxinus pennsylvanica,green ash,4,40.70555816,-73.88255317
507677,2016-12-09,27,True,Good,Platanus x acerifolia,London planetree,2,40.83073128,-73.86890285
212949,2016-09-09,17,True,Good,Platanus x acerifolia,London planetree,4,40.74897095,-73.89569486
201172,2016-09-04,12,True,Fair,"Acer platanoides 'Crimson King'",crimson king maple,3,40.62362878,-73.96198055
116942,2016-08-04,7,True,Good,Quercus palustris,pin oak,1,40.78786857,-73.97155304
045595,2016-07-01,11,True,Good,Fraxinus americana,white ash,2,40.88361521,-73.89829105
538697,2016-12-28,1,True,Good,Zelkova serrata,Japanese zelkova,4,40.73928072,-73.86855291
543454,2016-01-07,13,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.58081431,-73.84370731
021913,2016-06-16,16,True,Fair,Ulmus americana,American elm,3,40.66847537,-73.92375173
167969,2016-08-23,23,True,Good,Ginkgo biloba,ginkgo,4,40.70406312,-73.8368317
665818,2016-08-15,6,True,Good,Prunus,cherry,4,40.69828607,-73.77294398
626413,2016-07-14,14,True,Good,Tilia cordata,littleleaf linden,3,40.6288824,-73.98487364
609568,2016-06-30,16,True,Poor,Acer saccharum,sugar maple,4,40.72375412,-73.80806552
216595,2016-09-11,17,True,Good,Liquidambar styraciflua,sweetgum,4,40.73493903,-73.87808879
057476,2016-07-09,30,True,Good,Tilia americana,American linden,3,40.63753294,-73.96257308
668912,2016-08-17,21,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.67531224,-73.79808661
026526,2016-06-19,2,True,Good,Prunus virginiana,"'Schubert' chokecherry",4,40.60523432,-73.81988041
265346,2016-09-28,13,True,Good,Tilia americana,American linden,2,40.82565379,-73.81881939
422671,2016-11-03,9,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.75517065,-73.80557073
411805,2016-11-01,7,True,Good,Zelkova serrata,Japanese zelkova,4,40.74198909,-73.95347436
237669,2016-09-19,7,True,Good,Pyrus calleryana,Callery pear,4,40.76484153,-73.795203
579085,2016-06-08,19,True,Good,Liquidambar styraciflua,sweetgum,5,40.53978706,-74.20130734
556234,2016-05-04,18,True,Good,Styphnolobium japonicum,Sophora,2,40.84900613,-73.88445794
358235,2016-10-21,2,True,Good,Cornus florida,flowering dogwood,2,40.8553282,-73.91498811
700215,2016-09-06,5,True,Good,Ginkgo biloba,ginkgo,3,40.68237621,-73.91826821
143385,2016-08-13,18,True,Good,Tilia americana,American linden,3,40.67587668,-73.97512289
033950,2016-06-24,7,True,Fair,Acer platanoides,Norway maple,1,40.7303088,-73.98950207
339285,2016-10-16,15,True,Good,Ulmus americana,American elm,2,40.86869715,-73.83713034
185730,2016-08-29,2,True,Fair,Gymnocladus dioicus,Kentucky coffeetree,2,40.85702834,-73.8821468
121206,2016-08-05,2,True,Fair,Zelkova serrata,Japanese zelkova,3,40.64623903,-74.01079773
014859,2016-06-09,7,True,Fair,Prunus,cherry,4,40.78847309,-73.8522627
402142,2016-10-30,6,True,Good,Quercus palustris,pin oak,2,40.81325147,-73.90531143
263762,2016-09-27,5,True,Fair,Pyrus calleryana,Callery pear,4,40.72607473,-73.84415297
316865,2016-10-13,10,True,Good,Acer platanoides,Norway maple,5,40.5487418,-74.21122637
080345,2016-07-20,35,True,Fair,Platanus x acerifolia,London planetree,3,40.67953029,-73.89812539
656041,2016-08-05,6,True,Good,Tilia americana,American linden,4,40.71499403,-73.81482533
599569,2016-06-23,12,True,Good,Prunus,cherry,4,40.71123073,-73.74352839
040003,2016-06-29,5,True,Good,Acer pseudoplatanus,sycamore maple,4,40.67386159,-73.81699454
199521,2016-09-03,9,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.72207975,-73.79890744
256648,2016-09-25,11,True,Good,Liquidambar styraciflua,sweetgum,3,40.62705907,-73.96701531
564566,2016-05-23,4,True,Good,Liriodendron tulipifera,tulip-poplar,4,40.694698,-73.75745928
113778,2016-08-03,10,True,Good,Quercus palustris,pin oak,1,40.82117028,-73.9543208
043190,2016-06-30,15,True,Good,Platanus x acerifolia,London planetree,4,40.73061191,-73.79161786
710028,2016-09-12,4,True,Good,Quercus coccinea,scarlet oak,3,40.68817276,-73.91054303
516546,2016-12-14,6,True,Good,Pyrus calleryana,Callery pear,5,40.53098446,-74.166579
470556,2016-11-19,17,True,Good,Acer saccharinum,silver maple,5,40.61737844,-74.15278163
322022,2016-10-13,4,True,Good,Prunus,cherry,4,40.65482637,-73.74151642
068831,2016-07-15,5,True,Good,Platanus x acerifolia,London planetree,2,40.82929259,-73.92396389
380508,2016-10-26,24,True,Good,Fraxinus,ash,5,40.53708569,-74.17553669
427678,2016-11-04,32,True,Good,Platanus x acerifolia,London planetree,3,40.67994316,-73.86565076
231186,2016-09-16,15,True,Good,Zelkova serrata,Japanese zelkova,4,40.72818601,-73.73161297
639277,2016-07-24,6,True,Good,Pyrus calleryana,Callery pear,3,40.58093917,-73.95690256
629573,2016-07-17,11,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.72398515,-73.90790608
336464,2016-10-16,18,True,Good,Fraxinus pennsylvanica,green ash,5,40.61356958,-74.12570663
588189,2016-06-15,4,True,Good,Prunus,cherry,4,40.65216615,-73.728375
234402,2016-09-17,31,True,Good,Quercus palustris,pin oak,4,40.74079952,-73.82495986
188892,2016-08-30,2,True,Fair,Tilia cordata,littleleaf linden,4,40.7296516,-73.85786231
148267,2016-08-15,28,True,Fair,Quercus palustris,pin oak,4,40.6657001,-73.73193579
631574,2016-07-18,8,True,Good,Prunus,cherry,4,40.75460581,-73.86126071
287569,2016-10-06,8,True,Fair,Pyrus calleryana,Callery pear,3,40.61047496,-73.9604337
276683,2016-10-01,7,False,,,,1,40.74560041,-73.97369596
325604,2016-10-14,4,True,Good,Styphnolobium japonicum,Sophora,2,40.83427448,-73.84408715
599661,2016-06-23,2,True,Good,Quercus palustris,pin oak,4,40.79519773,-73.81743688
092497,2016-07-25,4,True,Good,Acer,maple,5,40.5517286,-74.15652334
552434,2016-03-31,12,True,Fair,Acer,maple,4,40.78509575,-73.79397876
392995,2016-10-28,5,True,Good,Prunus,cherry,5,40.61601463,-74.07024982
527338,2016-12-19,3,True,Good,Prunus,cherry,3,40.67718806,-74.00373111
502735,2016-12-08,10,True,Good,Prunus,cherry,5,40.52863609,-74.18737644
134572,2016-08-10,11,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.75933635,-73.91304154
507784,2016-12-09,19,True,Good,Acer saccharinum,silver maple,5,40.53295811,-74.15459536
186811,2016-08-29,6,True,Good,Tilia americana,American linden,2,40.87555292,-73.88141306
414579,2016-11-02,5,True,Good,Prunus virginiana,"'Schubert' chokecherry",3,40.6816986,-73.88023518
301325,2016-10-09,27,True,Good,Acer saccharinum,silver maple,5,40.54749541,-74.14306366
602790,2016-06-26,25,True,Good,Platanus x acerifolia,London planetree,3,40.61941094,-73.90215059
623839,2016-07-12,40,True,Good,Acer saccharinum,silver maple,3,40.6286614,-73.98622341
489841,2016-12-01,24,True,Good,Tilia cordata,littleleaf linden,5,40.5548798,-74.13621354
195879,2016-09-01,21,True,Good,Platanus x acerifolia,London planetree,3,40.66839842,-73.98831035
519461,2016-12-15,6,True,Good,Zelkova serrata,Japanese zelkova,5,40.51049026,-74.24270298
053009,2016-07-07,23,True,Good,Platanus x acerifolia,London planetree,5,40.59421564,-74.16520899
702520,2016-09-07,6,True,Fair,Quercus shumardii,"Schumard's oak",3,40.68819286,-73.90701062
405700,2016-10-30,32,True,Good,Platanus x acerifolia,London planetree,3,40.60266487,-73.94298926
658196,2016-08-08,5,True,Good,Zelkova serrata,Japanese zelkova,5,40.55990891,-74.15733608
286305,2016-10-05,9,True,Good,Zelkova serrata,Japanese zelkova,1,40.71854708,-74.01047624
667694,2016-08-16,19,True,Good,Platanus x acerifolia,London planetree,3,40.68370236,-73.93933529
384534,2016-10-27,8,True,Good,Platanus x acerifolia,London planetree,5,40.53872471,-74.17736184
649013,2016-08-01,3,True,Good,Crataegus crusgalli var. inermis,cockspur hawthorn,4,40.75975235,-73.74113743
574708,2016-06-03,7,True,Good,Prunus virginiana,"'Schubert' chokecherry",4,40.76789999,-73.73304439
508375,2016-12-09,4,True,Good,Tilia cordata,littleleaf linden,1,40.79461221,-73.97008453
332637,2016-10-15,13,True,Good,Acer,maple,5,40.59592285,-74.16514396
020166,2016-06-15,31,True,Good,Quercus palustris,pin oak,4,40.77043486,-73.87238276
422296,2016-11-03,16,True,Good,Platanus x acerifolia,London planetree,4,40.73576696,-73.79407293
418491,2016-11-03,17,True,Good,Acer platanoides,Norway maple,3,40.68834206,-73.8703796
139623,2016-08-12,10,True,Good,Quercus palustris,pin oak,3,40.67366356,-74.00225438
300609,2016-10-09,15,True,Good,Gleditsia triacanthos var. inermis,honeylocust,5,40.62070322,-74.13870952
044345,2016-07-01,18,True,Good,Platanus x acerifolia,London planetree,3,40.60663351,-73.91592882
460542,2016-11-16,5,True,Good,Zelkova serrata,Japanese zelkova,2,40.82167149,-73.89700261
702134,2016-09-07,2,True,Good,Maackia amurensis,Amur maackia,3,40.59092649,-73.94994348
320001,2016-10-13,6,True,Good,Pyrus calleryana,Callery pear,2,40.87359016,-73.85075741
251927,2016-09-23,16,True,Good,Fraxinus pennsylvanica,green ash,4,40.73420927,-73.7111275
029338,2016-06-22,9,True,Fair,Pyrus calleryana,Callery pear,5,40.55881452,-74.14788305
520614,2016-12-16,6,True,Good,Prunus virginiana,"'Schubert' chokecherry",5,40.50652415,-74.24975329
231503,2016-09-16,20,True,Good,Prunus,cherry,5,40.54819549,-74.18880397
464242,2016-11-17,23,True,Good,Quercus palustris,pin oak,4,40.6063646,-73.76028257
079261,2016-07-19,5,True,Good,Zelkova serrata,Japanese zelkova,3,40.71247412,-73.95156662
284511,2016-10-05,13,True,Poor,Platanus x acerifolia,London planetree,4,40.70402589,-73.73511325
135633,2016-08-11,17,True,Good,Tilia cordata,littleleaf linden,4,40.77059316,-73.77421115
249814,2016-09-23,10,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.66914222,-73.88481064
362922,2016-10-22,13,True,Good,Pyrus calleryana,Callery pear,5,40.54008268,-74.20366904
590759,2016-06-16,3,True,Fair,Betula papyrifera,paper birch,5,40.5512623,-74.17394131
546057,2016-02-06,5,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.63995595,-73.99887872
567024,2016-05-26,29,True,Good,Quercus palustris,pin oak,4,40.68483799,-73.72838486
607847,2016-06-29,29,True,Good,Platanus x acerifolia,London planetree,4,40.70250574,-73.73401908
580067,2016-06-09,32,True,Good,Quercus palustris,pin oak,4,40.68538827,-73.78051175
276958,2016-10-01,19,True,Good,Liquidambar styraciflua,sweetgum,3,40.62003875,-73.91530799
716989,2016-09-16,2,True,Good,Quercus bicolor,swamp white oak,4,40.68030059,-73.84689073
310211,2016-10-11,17,True,Good,Quercus phellos,willow oak,1,40.75976166,-73.99357888
268209,2016-09-29,16,True,Good,Acer platanoides,Norway maple,3,40.61867288,-73.96909792
561196,2016-05-18,5,True,Good,Prunus cerasifera,purple-leaf plum,4,40.69812397,-73.75787946
445558,2016-11-11,28,True,Good,Platanus x acerifolia,London planetree,3,40.59192742,-73.95407738
526986,2016-12-19,11,True,Good,Gleditsia triacanthos var. inermis,honeylocust,5,40.54130145,-74.17744184
484020,2016-11-25,6,True,Good,Prunus,cherry,2,40.89693508,-73.8985691
188527,2016-08-30,11,True,Good,Quercus velutina,black oak,4,40.74984485,-73.89089775
239719,2016-09-19,2,True,Good,Quercus imbricaria,shingle oak,4,40.69476531,-73.82436888
076723,2016-07-18,13,True,Fair,Platanus x acerifolia,London planetree,3,40.68719132,-73.99182807
407217,2016-10-31,17,True,Good,Fraxinus pennsylvanica,green ash,4,40.72310877,-73.75630442
167200,2016-08-22,6,True,Good,Styphnolobium japonicum,Sophora,4,40.70899442,-73.82741252
494380,2016-12-03,11,True,Good,Quercus palustris,pin oak,2,40.87794775,-73.8824631
019258,2016-06-14,9,True,Fair,Fraxinus pennsylvanica,green ash,3,40.6687029,-73.99045206
316538,2016-10-13,11,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.74831259,-73.9473835
000557,2016-05-20,13,True,Fair,Gleditsia triacanthos var. inermis,honeylocust,4,40.7423524,-73.87791997
175530,2016-08-25,15,True,Fair,Quercus palustris,pin oak,3,40.68969187,-73.99668534
373853,2016-10-24,3,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.72858517,-73.84377927
474307,2016-11-20,7,True,Good,Gleditsia triacanthos var. inermis,honeylocust,5,40.62076675,-74.15963465
424138,2016-11-03,2,True,Good,Prunus,cherry,4,40.68408595,-73.78333205
315776,2016-10-12,17,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.67539632,-73.9821258
107351,2016-07-31,7,True,Good,Ulmus americana,American elm,1,40.73749219,-74.00674539
531192,2016-12-22,12,True,Fair,Platanus x acerifolia,London planetree,5,40.54917771,-74.15666953
237463,2016-09-19,10,True,Good,Tilia cordata,littleleaf linden,3,40.72237839,-73.94402507
616744,2016-07-06,15,True,Good,Quercus palustris,pin oak,3,40.62809948,-74.03360189
200693,2016-09-03,11,True,Fair,Acer platanoides,Norway maple,3,40.62067524,-73.96060182
716699,2016-09-16,31,True,Good,Platanus x acerifolia,London planetree,4,40.68757069,-73.81249017
296195,2016-10-08,2,True,Fair,Prunus cerasifera,purple-leaf plum,4,40.74711706,-73.81261434
310431,2016-10-11,8,True,Good,Ulmus pumila,Siberian elm,3,40.58222859,-73.95826059
004901,2016-05-28,11,True,Good,Acer platanoides,Norway maple,2,40.8285263,-73.91799111
477206,2016-11-21,20,True,Good,Fraxinus pennsylvanica,green ash,4,40.70083363,-73.88603404
111816,2016-08-02,4,True,Fair,Acer saccharum,sugar maple,2,40.89650199,-73.8715177
661385,2016-08-11,9,True,Good,Pyrus calleryana,Callery pear,4,40.74698383,-73.75820341
015328,2016-06-09,2,True,Good,Pyrus calleryana,Callery pear,4,40.78680301,-73.82650977
055421,2016-07-08,3,True,Good,Quercus palustris,pin oak,2,40.84668952,-73.88107842
109467,2016-08-01,5,True,Fair,Fraxinus americana,white ash,4,40.70583811,-73.91520836
610148,2016-06-30,13,True,Fair,Acer saccharum,sugar maple,4,40.67490079,-73.76271708
069377,2016-07-15,16,True,Good,Platanus x acerifolia,London planetree,3,40.59566455,-73.90675258
220262,2016-09-13,3,True,Good,Pyrus calleryana,Callery pear,4,40.58873421,-73.80365593
285974,2016-10-05,10,True,Good,Fraxinus pennsylvanica,green ash,1,40.83228337,-73.94493807
699405,2016-09-06,13,True,Good,Pyrus calleryana,Callery pear,3,40.65381828,-73.92663217
